userid,date,ticker,name,percent
55,2017-08-09,040020,040020,8.11377E-17
55,2017-08-09,050024,050024,0.83
55,2017-08-09,110022,110022,0
55,2017-08-09,110025,110025,0
55,2017-08-09,460002,460002,8.54651E-17
55,2017-08-09,202302,202302,0.17
56,2017-07-01,040018,040018,0
56,2017-07-01,070012,070012,0.421934728
56,2017-07-01,110022,110022,0
56,2017-07-01,110030,110030,3.20339E-16
56,2017-07-01,160121,160121,0.048065272
56,2017-07-01,270023,270023,0
56,2017-07-01,202302,202302,0.53
56,2017-08-09,020023,020023,0
56,2017-08-09,040020,040020,4.59455E-17
56,2017-08-09,050024,050024,0.47
56,2017-08-09,110022,110022,0
56,2017-08-09,110025,110025,0
56,2017-08-09,460002,460002,4.83959E-17
56,2017-08-09,202302,202302,0.53
57,2017-07-01,040018,040018,0
57,2017-07-01,070012,070012,0.457844067
57,2017-07-01,110022,110022,0
57,2017-07-01,110030,110030,3.47602E-16
57,2017-07-01,160121,160121,0.052155933
57,2017-07-01,270023,270023,0
57,2017-07-01,202302,202302,0.49
57,2017-08-09,020023,020023,0
57,2017-08-09,040020,040020,4.98557E-17
57,2017-08-09,050024,050024,0.51
57,2017-08-09,110022,110022,0
57,2017-08-09,110025,110025,0
57,2017-08-09,460002,460002,5.25147E-17
57,2017-08-09,202302,202302,0.49
58,2017-07-01,040018,040018,0
58,2017-07-01,070012,070012,0.745118775
58,2017-07-01,110022,110022,0
58,2017-07-01,110030,110030,5.65705E-16
58,2017-07-01,160121,160121,0.084881225
58,2017-07-01,270023,270023,0
58,2017-07-01,202302,202302,0.17
58,2017-08-09,020023,020023,0
58,2017-08-09,040020,040020,8.11377E-17
58,2017-08-09,050024,050024,0.83
58,2017-08-09,110022,110022,0
58,2017-08-09,110025,110025,0
58,2017-08-09,460002,460002,8.54651E-17
58,2017-08-09,202302,202302,0.17
59,2017-07-01,040018,040018,0
59,2017-07-01,070012,070012,0.745118775
59,2017-07-01,110022,110022,0
59,2017-07-01,110030,110030,5.65705E-16
59,2017-07-01,160121,160121,0.084881225
59,2017-07-01,270023,270023,0
59,2017-07-01,202302,202302,0.17
59,2017-08-09,020023,020023,0
59,2017-08-09,040020,040020,8.11377E-17
59,2017-08-09,050024,050024,0.83
59,2017-08-09,110022,110022,0
59,2017-08-09,110025,110025,0
59,2017-08-09,460002,460002,8.54651E-17
59,2017-08-09,202302,202302,0.17
60,2017-07-01,040018,040018,0
60,2017-07-01,070012,070012,0.305229378
60,2017-07-01,110022,110022,0
60,2017-07-01,110030,110030,2.31734E-16
60,2017-07-01,160121,160121,0.034770622
60,2017-07-01,270023,270023,0
60,2017-07-01,202302,202302,0.66
60,2017-08-09,020023,020023,0
60,2017-08-09,040020,040020,3.32371E-17
60,2017-08-09,050024,050024,0.34
60,2017-08-09,110022,110022,0
60,2017-08-09,110025,110025,0
60,2017-08-09,460002,460002,3.50098E-17
