,基金1,基金2,基金3,C5进取型(81-100)-新客户-男-fix-combination_profit,C5进取型(81-100)-新客户-男-dyn-combination_profit,C5进取型(81-100)-新客户-男-mw-combination_profit,C5进取型(81-100)-新客户-女-fix-combination_profit,C5进取型(81-100)-新客户-女-dyn-combination_profit,C5进取型(81-100)-新客户-女-mw-combination_profit,C5进取型(81-100)-增1老客户-男-fix-combination_profit,C5进取型(81-100)-增1老客户-男-dyn-combination_profit,C5进取型(81-100)-增1老客户-男-mw-combination_profit,C5进取型(81-100)-增1老客户-女-fix-combination_profit,C5进取型(81-100)-增1老客户-女-dyn-combination_profit,C5进取型(81-100)-增1老客户-女-mw-combination_profit,C5进取型(81-100)-增2老客户-男-fix-combination_profit,C5进取型(81-100)-增2老客户-男-dyn-combination_profit,C5进取型(81-100)-增2老客户-男-mw-combination_profit,C5进取型(81-100)-增2老客户-女-fix-combination_profit,C5进取型(81-100)-增2老客户-女-dyn-combination_profit,C5进取型(81-100)-增2老客户-女-mw-combination_profit,C4成长型(61-80)-新客户-男-fix-combination_profit,C4成长型(61-80)-新客户-男-dyn-combination_profit,C4成长型(61-80)-新客户-男-mw-combination_profit,C4成长型(61-80)-新客户-女-fix-combination_profit,C4成长型(61-80)-新客户-女-dyn-combination_profit,C4成长型(61-80)-新客户-女-mw-combination_profit,C4成长型(61-80)-增1老客户-男-fix-combination_profit,C4成长型(61-80)-增1老客户-男-dyn-combination_profit,C4成长型(61-80)-增1老客户-男-mw-combination_profit,C4成长型(61-80)-增1老客户-女-fix-combination_profit,C4成长型(61-80)-增1老客户-女-dyn-combination_profit,C4成长型(61-80)-增1老客户-女-mw-combination_profit,C4成长型(61-80)-增2老客户-男-fix-combination_profit,C4成长型(61-80)-增2老客户-男-dyn-combination_profit,C4成长型(61-80)-增2老客户-男-mw-combination_profit,C4成长型(61-80)-增2老客户-女-fix-combination_profit,C4成长型(61-80)-增2老客户-女-dyn-combination_profit,C4成长型(61-80)-增2老客户-女-mw-combination_profit,C3平衡性(41-60)-新客户-男-fix-combination_profit,C3平衡性(41-60)-新客户-男-dyn-combination_profit,C3平衡性(41-60)-新客户-男-mw-combination_profit,C3平衡性(41-60)-新客户-女-fix-combination_profit,C3平衡性(41-60)-新客户-女-dyn-combination_profit,C3平衡性(41-60)-新客户-女-mw-combination_profit,C3平衡性(41-60)-增1老客户-男-fix-combination_profit,C3平衡性(41-60)-增1老客户-男-dyn-combination_profit,C3平衡性(41-60)-增1老客户-男-mw-combination_profit,C3平衡性(41-60)-增1老客户-女-fix-combination_profit,C3平衡性(41-60)-增1老客户-女-dyn-combination_profit,C3平衡性(41-60)-增1老客户-女-mw-combination_profit,C3平衡性(41-60)-增2老客户-男-fix-combination_profit,C3平衡性(41-60)-增2老客户-男-dyn-combination_profit,C3平衡性(41-60)-增2老客户-男-mw-combination_profit,C3平衡性(41-60)-增2老客户-女-fix-combination_profit,C3平衡性(41-60)-增2老客户-女-dyn-combination_profit,C3平衡性(41-60)-增2老客户-女-mw-combination_profit,C2稳健型(25-40)-新客户-男-fix-combination_profit,C2稳健型(25-40)-新客户-男-dyn-combination_profit,C2稳健型(25-40)-新客户-男-mw-combination_profit,C2稳健型(25-40)-新客户-女-fix-combination_profit,C2稳健型(25-40)-新客户-女-dyn-combination_profit,C2稳健型(25-40)-新客户-女-mw-combination_profit,C2稳健型(25-40)-增1老客户-男-fix-combination_profit,C2稳健型(25-40)-增1老客户-男-dyn-combination_profit,C2稳健型(25-40)-增1老客户-男-mw-combination_profit,C2稳健型(25-40)-增1老客户-女-fix-combination_profit,C2稳健型(25-40)-增1老客户-女-dyn-combination_profit,C2稳健型(25-40)-增1老客户-女-mw-combination_profit,C2稳健型(25-40)-增2老客户-男-fix-combination_profit,C2稳健型(25-40)-增2老客户-男-dyn-combination_profit,C2稳健型(25-40)-增2老客户-男-mw-combination_profit,C2稳健型(25-40)-增2老客户-女-fix-combination_profit,C2稳健型(25-40)-增2老客户-女-dyn-combination_profit,C2稳健型(25-40)-增2老客户-女-mw-combination_profit,C1保守型(0-25)-新客户-男-fix-combination_profit,C1保守型(0-25)-新客户-男-dyn-combination_profit,C1保守型(0-25)-新客户-男-mw-combination_profit,C1保守型(0-25)-新客户-女-fix-combination_profit,C1保守型(0-25)-新客户-女-dyn-combination_profit,C1保守型(0-25)-新客户-女-mw-combination_profit,C1保守型(0-25)-增1老客户-男-fix-combination_profit,C1保守型(0-25)-增1老客户-男-dyn-combination_profit,C1保守型(0-25)-增1老客户-男-mw-combination_profit,C1保守型(0-25)-增1老客户-女-fix-combination_profit,C1保守型(0-25)-增1老客户-女-dyn-combination_profit,C1保守型(0-25)-增1老客户-女-mw-combination_profit,C1保守型(0-25)-增2老客户-男-fix-combination_profit,C1保守型(0-25)-增2老客户-男-dyn-combination_profit,C1保守型(0-25)-增2老客户-男-mw-combination_profit,C1保守型(0-25)-增2老客户-女-fix-combination_profit,C1保守型(0-25)-增2老客户-女-dyn-combination_profit,C1保守型(0-25)-增2老客户-女-mw-combination_profit
2017-08-30,1.1391,1.1088,1.2348,1.082764095890411,1.0802257856241853,1.136881095890411,1.0785453706849315,1.0760380317970333,1.1319851506849314,1.136716708219178,1.1480673976240414,1.216195408219178,1.1345684056164382,1.1459735207104655,1.2137474356164382,1.119957778219178,1.1480673976240414,1.216195408219178,1.1178943156164383,1.1459735207104655,1.2137474356164382,1.074437525479452,1.0718502779698817,1.1270892054794521,1.0701048902739725,1.06766252414273,1.1221932602739726,1.1353758146575343,1.1468110714758957,1.2147266246575341,1.1334618720547947,1.14471719456232,1.2122786520547943,1.1186683946575342,1.1468110714758957,1.2147266246575341,1.1168423220547947,1.14471719456232,1.2122786520547943,1.0658861650684932,1.0634747703155782,1.117297315068493,1.0616674398630137,1.0592870164884267,1.1124013698630137,1.1341584010958905,1.1455547453277504,1.2132578410958903,1.1321209784931505,1.1434608684141745,1.2108098684931505,1.1175024910958904,1.1455547453277504,1.2132578410958903,1.1155529384931506,1.1434608684141745,1.2108098684931505,1.0575595946575342,1.0550992626612752,1.1075054246575342,1.0532269594520547,1.0509115088341234,1.1026094794520547,1.1329409875342464,1.1442984191796048,1.2117890575342465,1.130903564931507,1.142204542266029,1.2093410849315067,1.1163365875342464,1.1442984191796048,1.2117890575342465,1.1143870349315068,1.142204542266029,1.2093410849315067,1.0490082342465754,1.046723755006972,1.0977135342465751,1.044789509041096,1.0425360011798204,1.0928175890410958,1.1318344539726028,1.143042093031459,1.2103202739726024,1.129686151369863,1.1409482161178834,1.207872301369863,1.1152845939726028,1.143042093031459,1.2103202739726024,1.113221131369863,1.1409482161178834,1.207872301369863
2017-08-29,1.1157,1.1352,1.2349,1.085010095890411,1.0807284495961336,1.136961095890411,1.0807620506849316,1.0765344124693326,1.1320641506849316,1.124151908219178,1.1486718510503093,1.2162916082191781,1.122066935616438,1.146574832486909,1.2138431356164383,1.1349373582191782,1.1486718510503093,1.2162916082191781,1.1327977856164384,1.146574832486909,1.2138431356164383,1.0766275254794522,1.0723403753425316,1.1271672054794522,1.0722679102739727,1.0681463382157306,1.1222702602739727,1.1228495346575342,1.147413639912269,1.2148225246575344,1.1210015720547946,1.1453166213488684,1.2123740520547945,1.1336018346575343,1.147413639912269,1.2148225246575344,1.1316973220547946,1.1453166213488684,1.2123740520547945,1.0680198650684931,1.0639523010889296,1.1173733150684932,1.0637718198630137,1.0597582639621286,1.1124763698630138,1.1216706510958905,1.1461554287742288,1.2133534410958904,1.1196991984931506,1.1440584102108282,1.2109049684931508,1.1323898010958904,1.1461554287742288,1.2133534410958904,1.1303617984931507,1.1440584102108282,1.2109049684931508,1.0596372946575343,1.0555642268353276,1.1075794246575343,1.0552776794520549,1.0513701897085266,1.1026824794520549,1.1204917675342463,1.1448972176361885,1.2118843575342466,1.1185203149315068,1.1428001990727878,1.209435884931507,1.1311777675342465,1.1448972176361885,1.2118843575342466,1.1291497649315068,1.1428001990727878,1.209435884931507,1.0510296342465755,1.0471761525817256,1.0977855342465754,1.046781589041096,1.0429821154549246,1.092888589041096,1.1194264039726027,1.143639006498148,1.2104152739726026,1.117341431369863,1.1415419879347477,1.207966801369863,1.1300773039726029,1.143639006498148,1.2104152739726026,1.127937731369863,1.1415419879347477,1.207966801369863
2017-08-28,1.1454,1.0935,1.2347,1.0782802602739725,1.0763740006346794,1.1351572602739726,1.074015383287671,1.072131654393869,1.1301801232876711,1.1387893694520548,1.1451000097358044,1.2157868794520545,1.136588720958904,1.1429788366153995,1.213298310958904,1.1100834794520547,1.1451000097358044,1.2157868794520545,1.108028150958904,1.1429788366153995,1.213298310958904,1.06985985630137,1.067889308153059,1.1252029863013697,1.0654804393150683,1.0636469619122486,1.1202258493150685,1.1374167683561645,1.1438273058635615,1.214293738356164,1.1354489398630139,1.1417061327431561,1.2118051698630137,1.1087991083561644,1.1438273058635615,1.214293738356164,1.1069817898630139,1.1417061327431561,1.2118051698630137,1.0612155623287671,1.0594046156714385,1.115248712328767,1.0569506853424657,1.0551622694306282,1.1102715753424657,1.1361676372602738,1.1425546019913184,1.2128005972602738,1.1340763387671233,1.1404334288709133,1.2103120287671232,1.107638207260274,1.1425546019913184,1.2128005972602738,1.1056974187671231,1.1404334288709133,1.2103120287671232,1.0527951583561643,1.050919923189818,1.1052944383561643,1.048415741369863,1.046677576949008,1.1003173013698628,1.1349185061643836,1.1412818981190753,1.2113074561643833,1.1328272076712327,1.1391607249986702,1.2088188876712327,1.1064773061643833,1.1412818981190753,1.2113074561643833,1.1045365176712327,1.1391607249986702,1.2088188876712327,1.0441508643835615,1.0424352307081977,1.0953401643835616,1.0398859873972601,1.0381928844673873,1.0903630273972602,1.1337787250684932,1.1400091942468322,1.209814315068493,1.1315780765753425,1.1378880211264273,1.2073257465753422,1.1054309450684932,1.1400091942468322,1.209814315068493,1.1033756165753426,1.1378880211264273,1.2073257465753422
2017-08-27,1.09945,1.1342,1.2348,1.088418883561644,1.083310429085497,1.1440043835616438,1.084573052739726,1.0795293226945306,1.139464602739726,1.1144254428767124,1.1445643526191456,1.2175488328767121,1.1125762174657534,1.1426737994236627,1.2152789424657533,1.1336456678767124,1.1445643526191456,1.2175488328767121,1.1316991424657534,1.1426737994236627,1.2152789424657533,1.080840641917808,1.075748216303565,1.1349248219178083,1.0768848660958903,1.0719671099125987,1.1303850410958904,1.113264503630137,1.1434300207018557,1.2161868986301367,1.1116521782191782,1.1415394675063726,1.213917008219178,1.132425653630137,1.1434300207018557,1.2161868986301367,1.1307125532191782,1.1415394675063726,1.213917008219178,1.0730390352739727,1.068186003521633,1.1258452602739726,1.0691932044520547,1.0644048971306668,1.1213054794520547,1.1122270443835616,1.1422956887845659,1.2148249643835616,1.1104912389726027,1.140405135589083,1.2125550739726025,1.1313291193835617,1.1422956887845659,1.2148249643835616,1.1294925389726027,1.140405135589083,1.2125550739726025,1.065460793630137,1.060623790739701,1.1167656986301369,1.0615050178082193,1.056842684348735,1.112225917808219,1.1111895851369862,1.141161356867276,1.2134630301369862,1.1094537797260273,1.139270803671793,1.2111931397260272,1.1302325851369863,1.141161356867276,1.2134630301369862,1.1283960047260273,1.139270803671793,1.2111931397260272,1.0576591869863015,1.053061577957769,1.1076861369863011,1.0538133561643837,1.049280471566803,1.1031463561643835,1.1102655458904112,1.1400270249499862,1.2121010958904108,1.1084163204794522,1.1381364717545033,1.209831205479452,1.129245995890411,1.1400270249499862,1.2121010958904108,1.1272994704794521,1.1381364717545033,1.209831205479452
2017-08-25,1.0826,1.0935,1.2348,1.0738913835616437,1.068698292414683,1.1440043835616438,1.070227742739726,1.0650998377321022,1.139464602739726,1.0981824428767124,1.126993258272492,1.2175488328767121,1.0964206824657534,1.1251940309312016,1.2152789424657533,1.1042112328767122,1.126993258272492,1.2175488328767121,1.1024189524657533,1.1251940309312016,1.2152789424657533,1.0666734519178083,1.0615013830495215,1.1349248219178083,1.0629015510958904,1.0579029283669406,1.1303850410958904,1.097073168630137,1.1259137218677178,1.2161868986301367,1.0955442382191782,1.124114494526427,1.213917008219178,1.103083428630137,1.1259137218677178,1.2161868986301367,1.101522888219178,1.124114494526427,1.213917008219178,1.0592379102739726,1.0543044736843599,1.1258452602739726,1.0555742694520547,1.050706019001779,1.1213054794520547,1.0960873743835615,1.1248341854629436,1.2148249643835616,1.0944349639726028,1.123034958121653,1.2125550739726025,1.1020791043835616,1.1248341854629436,1.2148249643835616,1.1003950839726024,1.123034958121653,1.2125550739726025,1.052019978630137,1.047107564319198,1.1167656986301369,1.048248077808219,1.0435091096366174,1.112225917808219,1.095101580136986,1.1237546490581691,1.2134630301369862,1.0934491697260273,1.1219554217168786,1.2111931397260272,1.1010747801369862,1.1237546490581691,1.2134630301369862,1.0993907597260273,1.1219554217168786,1.2111931397260272,1.0445844369863013,1.0399106549540367,1.1076861369863011,1.0409207961643834,1.0363122002714558,1.1031463561643835,1.094225135890411,1.1226751126533947,1.2121010958904108,1.092463375479452,1.1208758853121046,1.209831205479452,1.100178715890411,1.1226751126533947,1.2121010958904108,1.0983864354794521,1.1208758853121046,1.209831205479452
2017-08-24,1.0951,1.1012,1.2322,1.076667493150685,1.0720623789012502,1.140828493150685,1.0729007778082191,1.0683533799869023,1.136259917808219,1.10688019369863,1.1321481613136848,1.21483941369863,1.105044236027397,1.130293661856511,1.2125551260273972,1.11025410369863,1.1321481613136848,1.21483941369863,1.108401066027397,1.130293661856511,1.2125551260273972,1.0692441824657535,1.0646443810725548,1.1316913424657533,1.0653679571232877,1.0609353821582066,1.1271227671232877,1.1057267110958904,1.1310354616393803,1.2134688410958903,1.1041240934246574,1.1291809621822064,1.2111845534246575,1.1090902510958904,1.1310354616393803,1.2134688410958903,1.1074699434246575,1.1291809621822064,1.2111845534246575,1.0616012417808218,1.0572263832438589,1.122554191780822,1.0578345264383562,1.053517384329511,1.1179856164383561,1.1046964484931507,1.129922761965076,1.2120982684931505,1.1029706108219177,1.1280682625079022,1.2098139808219177,1.1080496184931505,1.129922761965076,1.2120982684931505,1.1063060908219178,1.1280682625079022,1.2098139808219177,1.0541779310958905,1.0498083854151632,1.1134170410958903,1.0503017057534247,1.0460993865008152,1.1088484657534246,1.1036661858904109,1.1288100622907715,1.2107276958904107,1.1019403482191779,1.1269555628335977,1.2084434082191782,1.1070089858904106,1.1288100622907715,1.2107276958904107,1.1052654582191779,1.1269555628335977,1.2084434082191782,1.0465349904109589,1.0423903875864675,1.104279890410959,1.042768275068493,1.0386813886721198,1.0997113150684932,1.1027460432876712,1.1276973626164672,1.2093571232876712,1.1009100856164384,1.1258428631592936,1.2070728356164382,1.106077863287671,1.1276973626164672,1.2093571232876712,1.1042248256164384,1.1258428631592936,1.2070728356164382
2017-08-23,1.1004,1.0978,1.232,1.0751546575342465,1.0708997309915578,1.1390246575342466,1.071304330410959,1.0671025254500535,1.1343758904109589,1.109694184931507,1.1324144607639233,1.2143346849315069,1.1078011413698632,1.1305158579931711,1.2120103013698629,1.1082561249315068,1.1324144607639233,1.2143346849315069,1.106370361369863,1.1305158579931711,1.2120103013698629,1.0675637832876712,1.0633053199085496,1.1297271232876713,1.0636034161643835,1.0595081143670453,1.1250783561643836,1.1085063947945206,1.131275299101472,1.2129400547945204,1.1068463312328767,1.12937669633072,1.2106156712328766,1.1070727547945207,1.131275299101472,1.2129400547945204,1.105420231232877,1.12937669633072,1.2106156712328766,1.059753089041096,1.0557109088255414,1.120429589041096,1.0559027619178083,1.051913703284037,1.115780821917808,1.1074418046575345,1.1301361374390209,1.2115454246575341,1.1056585410958903,1.1282375346682687,1.2092210410958903,1.1060125846575344,1.1301361374390209,1.2115454246575341,1.1042368610958904,1.1282375346682687,1.2092210410958903,1.0521622147945207,1.0481164977425332,1.1111320547945205,1.048201847671233,1.0443192922010294,1.106483287671233,1.106377214520548,1.1289969757765697,1.210150794520548,1.1045939509589042,1.1270983730058175,1.207826410958904,1.1049524145205478,1.1289969757765697,1.210150794520548,1.103176690958904,1.1270983730058175,1.207826410958904,1.0443515205479452,1.040522086659525,1.1018345205479452,1.0405011934246575,1.0367248811180207,1.0971857534246574,1.1054224043835617,1.1278578141141185,1.2087561643835616,1.1035293608219179,1.1259592113433663,1.2064317808219178,1.104002284383562,1.1278578141141185,1.2087561643835616,1.1021165208219181,1.1259592113433663,1.2064317808219178
2017-08-22,1.1294,1.0954,1.2335,1.0810766575342465,1.0783359072754135,1.1402246575342467,1.0771530904109587,1.074445749530361,1.1355608904109589,1.1291866649315068,1.14135646274526,1.215777684931507,1.127192451369863,1.1394113838727338,1.213445801369863,1.1103812649315068,1.14135646274526,1.215777684931507,1.1084822513698631,1.1394113838727338,1.213445801369863,1.0733390632876711,1.070555591785309,1.1308971232876712,1.0693025561643834,1.0666654340402566,1.1262333561643836,1.1279380347945205,1.1401894154217442,1.2143785547945205,1.1261767112328769,1.1382443365492179,1.2120466712328766,1.1091904347945205,1.1401894154217442,1.2143785547945205,1.1075277112328767,1.1382443365492179,1.2120466712328766,1.0653789890410958,1.0627752762952043,1.121569589041096,1.0614554219178083,1.058885118550152,1.116905821917808,1.1268127546575344,1.1390223680982285,1.212979424657534,1.1249280810958904,1.1370772892257024,1.2106475410958903,1.1081229546575342,1.1390223680982285,1.212979424657534,1.1063368810958902,1.1370772892257024,1.2106475410958903,1.0576413947945207,1.0549949608050997,1.1122420547945207,1.053604887671233,1.0511048030600476,1.1075782876712328,1.1256874745205478,1.1378553207747129,1.211580294520548,1.123802800958904,1.1359102419021867,1.209248410958904,1.1070554745205479,1.1378553207747129,1.211580294520548,1.1052694009589041,1.1359102419021867,1.209248410958904,1.0496813205479452,1.0472146453149953,1.1029145205479451,1.0457577534246576,1.043324487569943,1.0982507534246575,1.1246717343835617,1.1366882734511972,1.2101811643835616,1.122677520821918,1.134743194578671,1.207849280821918,1.1061009343835617,1.1366882734511972,1.2101811643835616,1.1042019208219178,1.134743194578671,1.207849280821918
2017-08-21,1.0979,1.0742,1.2335,1.064354095890411,1.0603811603377573,1.135841095890411,1.0603653306849314,1.0564414643266857,1.1309581506849316,1.1045913282191782,1.1242042357171118,1.2149448082191783,1.1026126156164384,1.1222343877115761,1.2125033356164383,1.0914828582191782,1.1242042357171118,1.2149448082191783,1.0895705056164384,1.1222343877115761,1.2125033356164383,1.056483985479452,1.0525017683156146,1.126075205479452,1.0523854302739726,1.0485620723045432,1.1211922602739728,1.1033515746575344,1.1230223269137904,1.2134799246575343,1.1016036320547946,1.1210524789082545,1.2110384520547943,1.0902833946575343,1.1230223269137904,1.2134799246575343,1.0886041820547947,1.1210524789082545,1.2110384520547943,1.0483966650684933,1.044622376293472,1.1163093150684933,1.0444078998630137,1.0406826802824005,1.1114263698630138,1.1022351710958904,1.121840418110469,1.2120150410958903,1.1003638784931506,1.1198705701049334,1.2095735684931508,1.0892072810958906,1.121840418110469,1.2120150410958903,1.0874047184931508,1.1198705701049334,1.2095735684931508,1.0405265546575344,1.0367429842713296,1.1065434246575343,1.0364279994520549,1.0328032882602582,1.1016604794520548,1.1011187675342464,1.1206585093071477,1.2105501575342466,1.099247474931507,1.1186886613016118,1.2081086849315068,1.0881311675342464,1.1206585093071477,1.2105501575342466,1.0863286049315068,1.1186886613016118,1.2081086849315068,1.0324392342465754,1.0288635922491869,1.0967775342465753,1.028450469041096,1.0249238962381155,1.091894589041096,1.100109783972603,1.1194766005038261,1.2090852739726026,1.0981310713698633,1.1175067524982907,1.206643801369863,1.087164843972603,1.1194766005038261,1.2090852739726026,1.0852524913698631,1.1175067524982907,1.206643801369863
2017-08-20,1.09425,1.0775,1.2335,1.063382705479452,1.0591543545725517,1.1347452054794522,1.0593374157534245,1.0551615004828605,1.1298074657534247,1.1023221890410957,1.1238385908255482,1.214736589041096,1.100326544178082,1.1218421637807026,1.2122677191780822,1.093057764041096,1.1238385908255482,1.214736589041096,1.0911090191780821,1.1218421637807026,1.2122677191780822,1.0553998760273973,1.0511686463931693,1.1248697260273972,1.0512451613013698,1.0471757923034781,1.11993198630137,1.1010723421232878,1.1226407345986407,1.2132552671232877,1.099307797260274,1.120644307553795,1.210786397260274,1.0918363921232876,1.1226407345986407,1.2132552671232877,1.090120422260274,1.120644307553795,1.210786397260274,1.0471998715753426,1.0431829382137872,1.1149942465753426,1.043154581849315,1.0391900841240957,1.1100565068493151,1.0999458452054793,1.1214428783717334,1.2117739452054794,1.0980579503424657,1.1194464513268878,1.2093050753424657,1.0907383702054794,1.1214428783717334,1.2117739452054794,1.0888990503424656,1.1194464513268878,1.2093050753424657,1.0392170421232876,1.0351972300344048,1.1051187671232876,1.0350623273972603,1.0312043759447136,1.1001810273972603,1.0988193482876711,1.1202450221448261,1.2102926232876712,1.0969314534246575,1.1182485950999803,1.2078237534246574,1.089640348287671,1.1202450221448261,1.2102926232876712,1.0878010284246575,1.1182485950999803,1.2078237534246574,1.0310170376712329,1.0272115218550224,1.095243287671233,1.0269717479452054,1.0232186677653312,1.0903055479452055,1.0978006013698631,1.1190471659179186,1.208811301369863,1.0958049565068493,1.1170507388730733,1.2063424315068494,1.088651751369863,1.1190471659179186,1.208811301369863,1.0867030065068493,1.1170507388730733,1.2063424315068494
2017-08-18,1.0862,1.6925,1.2335,1.227742205479452,1.211059168648975,1.1347452054794522,1.2216268457534245,1.2051675043833283,1.1298074657534247,1.1708858190410958,1.306504129752447,1.214736589041096,1.1684878491780823,1.3035582976196236,1.2122677191780822,1.5062303490410958,1.306504129752447,1.214736589041096,1.5021347391780822,1.3035582976196236,1.2122677191780822,1.2156807360273971,1.199275840117682,1.1248697260273972,1.2094567563013698,1.1933841758520352,1.11993198630137,1.1694068771232877,1.3047366304727528,1.2132552671232877,1.1673015072602742,1.3017907983399295,1.210786397260274,1.5037206971232877,1.3047366304727528,1.2132552671232877,1.499857057260274,1.3017907983399295,1.210786397260274,1.2033413965753423,1.187492511586389,1.1149942465753426,1.197226036849315,1.1816008473207424,1.1100565068493151,1.1680512852054796,1.302969131193059,1.2117739452054794,1.1658225653424659,1.3000232990602356,1.2093050753424657,1.5013343952054794,1.302969131193059,1.2117739452054794,1.4973474053424656,1.3000232990602356,1.2093050753424657,1.1912799271232877,1.175709183055096,1.1051187671232876,1.1850559473972604,1.1698175187894497,1.1001810273972603,1.166695693287671,1.301201631913365,1.2102926232876712,1.1644669734246575,1.298255799780542,1.2078237534246574,1.4989480932876709,1.301201631913365,1.2102926232876712,1.4949611034246573,1.298255799780542,1.2078237534246574,1.1789405876712329,1.1639258545238031,1.095243287671233,1.1728252279452054,1.1580341902581566,1.0903055479452055,1.1655093513698631,1.299434132633671,1.208811301369863,1.1631113815068495,1.2964883005008478,1.2063424315068494,1.496670411369863,1.299434132633671,1.208811301369863,1.4925748015068494,1.2964883005008478,1.2063424315068494
2017-08-17,1.1031,0.9957,1.2295,1.0440669863013698,1.0420328328188004,1.13373698630137,1.0404023956164383,1.0383909840524008,1.1289488356164386,1.0981840773972602,1.1010307828344703,1.2113050273972603,1.0962731120547946,1.0992098584512706,1.2089109520547945,1.0387811373972604,1.1010307828344703,1.2113050273972603,1.0371708920547944,1.0992098584512706,1.2089109520547945,1.036837374931507,1.0347491352860017,1.124160684931507,1.0330624742465753,1.0311072865196023,1.1193725342465755,1.0969836421917807,1.0999382282045507,1.209868582191781,1.0952951968493152,1.0981173038213508,1.2074745068493151,1.0377632821917808,1.0999382282045507,1.209868582191781,1.0363862968493152,1.0981173038213508,1.2074745068493151,1.0293978835616437,1.0274654377532026,1.1145843835616438,1.0257332928767124,1.0238235889868035,1.1097962328767124,1.0959061569863013,1.0988456735746306,1.2084321369863014,1.0940947616438355,1.097024749191431,1.2060380616438358,1.0368683769863014,1.0988456735746306,1.2084321369863014,1.0353684416438356,1.097024749191431,1.2060380616438358,1.0221682721917809,1.020181740220404,1.105008082191781,1.0183933715068494,1.0165398914540047,1.1002199315068493,1.0948286717808218,1.097753118944711,1.206995691780822,1.0930172764383561,1.0959321945615113,1.204601616438356,1.0359734717808218,1.097753118944711,1.206995691780822,1.0344735364383562,1.0959321945615113,1.204601616438356,1.0147287808219179,1.0128980426876053,1.0954317808219178,1.0110641901369863,1.0092561939212057,1.0906436301369862,1.0938507565753424,1.096660564314791,1.2055592465753426,1.0919397912328768,1.0948396399315914,1.2031651712328766,1.0351888765753425,1.096660564314791,1.2055592465753426,1.0335786312328767,1.0948396399315914,1.2031651712328766
2017-08-16,1.0908,0.9878,1.2297,1.0437985479452054,1.041269313434559,1.1382805479452056,1.0404111753424659,1.037910981263202,1.1337095753424657,1.0898174441095891,1.0956742946105362,1.212330304109589,1.0880644678082192,1.093995128524858,1.210044817808219,1.0328481441095891,1.0956742946105362,1.212330304109589,1.0313835678082193,1.093995128524858,1.210044817808219,1.0371225827397261,1.0345526490918455,1.129138602739726,1.0336261301369862,1.0311943169204887,1.1245676301369865,1.088711632328767,1.0946667949591293,1.210959012328767,1.0871804060273973,1.0929876288734508,1.2086735260273973,1.0319174323287672,1.0946667949591293,1.210959012328767,1.0306849060273973,1.0929876288734508,1.2086735260273973,1.0302387575342467,1.027835984749132,1.1199966575342466,1.0268513849315068,1.0244776525777755,1.1154256849315067,1.0877287905479454,1.0936592953077222,1.2095877205479453,1.0860745942465753,1.0919801292220441,1.2073022342465753,1.0311096905479453,1.0936592953077222,1.2095877205479453,1.0297541942465753,1.0919801292220441,1.2073022342465753,1.0235627923287671,1.0211193204064188,1.110854712328767,1.0200663397260272,1.0177609882350622,1.1062837397260274,1.0867459487671232,1.0926517956563153,1.208216428767123,1.0850917524657533,1.090972629570637,1.2059309424657534,1.0303019487671232,1.0926517956563153,1.208216428767123,1.0289464524657532,1.090972629570637,1.2059309424657534,1.0166789671232876,1.0144026560637056,1.1017127671232876,1.0132915945205478,1.0110443238923488,1.097141794520548,1.0858618869863015,1.0916442960049082,1.2068451369863014,1.0841089106849315,1.08996512991923,1.2045596506849314,1.0296032869863014,1.0916442960049082,1.2068451369863014,1.0281387106849316,1.08996512991923,1.2045596506849314
2017-08-15,1.0974,0.9147,1.2294,1.0209679863013699,1.0202240119861872,1.1276690810826748,1.0175940156164383,1.0168547734801954,1.122956779212977,1.0845845573972603,1.0748056757832531,1.2040083713717795,1.0827503320547944,1.0731210565302571,1.2016522204369307,0.9835331873972601,1.0748056757832531,1.2040083713717795,0.9822105220547945,1.0731210565302571,1.2016522204369307,1.0143115149315067,1.0134855349742038,1.1182444773432794,1.0108278042465753,1.0101162964682118,1.1135321754735814,1.0834285521917808,1.0737949042314554,1.2025946808108703,1.081808736849315,1.0721102849784594,1.2002385298760212,0.9826877721917808,1.0737949042314554,1.2025946808108703,0.9815977868493151,1.0721102849784594,1.2002385298760212,1.0074538335616436,1.0067470579622202,1.1088198736038837,1.0040798628767122,1.0033778194562284,1.1041075717341857,1.0823954869863013,1.0727841326796579,1.2011809902499608,1.0806527316438355,1.071099513426662,1.198824839315112,0.9819652969863014,1.0727841326796579,1.2011809902499608,0.9807523716438356,1.071099513426662,1.198824839315112,1.000797362191781,1.0000085809502368,1.099395269864488,0.9973136515068493,0.9966393424442451,1.09468296799479,1.0813624217808218,1.0717733611278604,1.1997672996890516,1.0796196664383562,1.0700887418748646,1.1974111487542025,0.9812428217808218,1.0717733611278604,1.1997672996890516,0.9800298964383563,1.0700887418748646,1.1974111487542025,0.9939396808219179,0.9932701039382534,1.0899706661250923,0.9905657101369862,0.9899008654322616,1.0852583642553943,1.0804208265753423,1.0707625895760629,1.1983536091281421,1.0785866012328766,1.069077970323067,1.1959974581932933,0.9806300865753425,1.0707625895760629,1.1983536091281421,0.9793074212328767,1.069077970323067,1.1959974581932933
